,0,1,2,3,4,5
258,0.03225806451612903,1,240,0.4170323914242463,-2,32
259,0.03571428571428571,1,210,0.3396232718951086,-1,29
260,0.0,0,150,0.0,-1,25
261,0.0,0,1,0.0,-1,2
262,0.0,0,128,0.0,-100,24
263,0.0,0,11,0.0,-100,12
264,0.0,0,1,0.0,-1,2
265,0.0,0,0,0.0,-100,20
266,0.0,0,180,0.0,-100,28
267,0.0,0,187,0.0,-100,28
268,0.0,0,0,0.0,-100,18
269,0.0,0,4,0.0,-1,4
270,0.0,0,1,0.0,-1,2
271,0.0,0,6,0.0,-100,5
272,0.0,0,2,0.0,-1,3
273,0.0,0,234,0.0,-1,31
274,0.0,0,8,0.0,-100,9
275,0.0,0,3,0.0,-1,4
276,0.0,0,2,0.0,-1,3
277,0.0,0,1,0.0,-1,2
278,0.0,0,252,0.0,-1,32
279,0.04,1,160,0.5138983423697507,-1,26
280,0.0,0,130,0.0,-1,23
281,0.0,0,5,0.0,-1,6
282,0.0,0,3,0.0,-1,4
283,0.0,0,1,0.0,-1,2
284,0.0,0,52,0.0,-100,17
285,0.0,0,228,0.0,-1,31
286,0.0,0,135,0.0,-1,24
287,0.0,0,105,0.0,-100,26
288,0.0,0,12,0.0,-100,13
289,0.0,0,2,0.0,-100,3
290,0.0,0,15,0.0,-100,16
291,0.0,0,0,0.0,-100,2
292,0.0,0,0,0.0,-100,6
293,0.0,0,1,0.0,-100,2
294,0.0,0,20,0.0,-1,12
295,0.0,0,12,0.0,-100,13
296,0.0,0,16,0.0,-100,17
297,0.0,0,36,0.0,-100,15
298,0.0,0,336,0.0,-1,37
299,0.0,0,6,0.0,-1,5
300,0.0,0,65,0.0,-100,18
301,0.0,0,288,0.0,-100,34
302,0.0,0,1,0.0,-1,2
303,0.0,0,0,0.0,-100,15
304,0.0,0,0,0.0,-100,12
305,0.0,0,15,0.0,-100,16
306,0.0,0,16,0.0,-1,8
307,0.0,0,1,0.0,-1,2
308,0.0,0,1,0.0,-1,2
309,0.0,0,22,0.0,-100,13
310,0.0,0,1,0.0,-100,2
311,0.0,0,2,0.0,-1,3
312,0.0,0,100,0.0,-1,20
313,0.0,0,24,0.0,-100,11
314,0.0,0,192,0.0,-1,28
315,0.0,0,285,0.0,-3,34
316,0.0,0,3,0.0,-100,4
317,0.0,0,8,0.0,-1,6
318,0.0,0,0,0.0,-100,1
319,0.0,0,2,0.0,-1,3
320,0.0,0,168,0.0,-1,26
321,0.0,0,126,0.0,-1,23
322,0.0,0,1,0.0,-1,2
323,0.0,0,300,0.0,-1,35
324,0.0,0,0,0.0,-100,14
325,0.0,0,210,0.0,-3,29
326,0.0,0,13,0.0,-100,14
327,0.058823529411764705,1,80,0.36926937306885504,-1,18
328,0.0,0,4,0.0,-1,5
329,0.0,0,5,0.0,-1,6
330,0.0,0,1,0.0,-1,2
331,0.0,0,270,0.0,-1,33
332,0.043478260869565216,1,143,0.4170323914242463,-2,24
333,0.0,0,280,0.0,-1,34
334,0.0,0,11,0.0,-100,12
335,0.0,0,195,0.0,-1,28
336,0.0,0,204,0.0,-3,29
337,0.0,0,150,0.0,-100,25
338,0.0,0,4,0.0,-1,5
339,0.0,0,1,0.0,-100,2
340,0.0,0,150,0.0,-100,25
341,0.0,0,104,0.0,-100,21
342,0.0,0,28,0.0,-100,16
343,0.0,0,2,0.0,-1,3
344,0.0,0,9,0.0,-100,10
345,0.0,0,18,0.0,-100,11
346,0.0,0,8,0.0,-100,9
347,0.0,0,4,0.0,-100,4
348,0.0,0,1,0.0,-1,2
349,0.0,0,3,0.0,-1,4
350,0.0,0,171,0.0,-3,28
351,0.0,0,1,0.0,-1,2
352,0.0,0,4,0.0,-1,5
353,0.0,0,1,0.0,-1,2
354,0.0,0,0,0.0,-100,2
355,0.0,0,9,0.0,-1,6
356,0.0,0,3,0.0,-1,4
357,0.0,0,72,0.0,-100,18
358,0.0,0,1,0.0,-1,2
359,0.0,0,1,0.0,-100,2
360,0.0,0,187,0.0,-1,28
361,0.0,0,0,0.0,-100,14
362,0.0,0,4,0.0,-100,5
363,0.03333333333333333,1,240,0.36926937306885504,-1,31
364,0.0,0,0,0.0,-100,15
365,0.045454545454545456,1,132,0.3459762562611936,-1,23
366,0.5,2,9,2.352934267515801,-1,6
367,0.0,0,135,0.0,-1,24
368,0.0,0,2,0.0,-1,3
369,0.0,0,0,0.0,-100,11
370,0.0,0,96,0.0,-5,22
371,0.037037037037037035,1,192,0.3789231816899512,-1,28
372,0.07142857142857142,2,200,0.7185464535850599,-1,30
373,0.030303030303030304,1,280,0.40242960438184466,-1,34
374,0.0,0,1,0.0,-1,2
375,0.0,0,144,0.0,-100,26
376,0.0,0,13,0.0,-100,14
377,0.0,0,1,0.0,-1,2
378,0.0,0,285,0.0,-100,34
379,0.0,0,50,0.0,-1,15
380,0.0,0,1,0.0,-1,2
381,0.0,0,32,0.0,-100,18
382,0.0,0,13,0.0,-100,14
383,0.0,0,154,0.0,-100,25
384,0.0,0,1,0.0,-100,2
385,0.0,0,1,0.0,-1,2
386,0.0,0,2,0.0,-1,3
387,0.0,0,1,0.0,-1,2
388,0.0625,2,285,0.7152456293300486,-1,34
389,0.0,0,20,0.0,-100,12
390,0.0,0,0,0.0,-100,13
391,0.0,0,6,0.0,-100,5
392,0.0,0,1,0.0,-1,2
393,0.0,0,20,0.0,-100,12
394,0.0,0,224,0.0,-100,30
395,0.0,0,22,0.0,-100,23
396,0.0,0,28,0.0,-100,16
397,0.0,0,140,0.0,-100,24
398,0.0,0,1,0.0,-1,2
399,0.0,0,2,0.0,-100,3
400,0.0,0,1,0.0,-1,2
401,0.0,0,112,0.0,-1,22
402,0.0,0,9,0.0,-100,10
403,0.043478260869565216,1,144,0.3284587387530511,-1,24
404,0.0,0,6,0.0,-100,7
405,0.0,0,224,0.0,-3,30
406,0.0,0,72,0.0,-100,18
407,0.0,0,112,0.0,-1,22
408,0.0,0,1,0.0,-1,2
409,0.0,0,6,0.0,-1,5
410,0.0,0,26,0.0,-100,15
411,0.0,0,0,0.0,-100,12
412,0.02857142857142857,1,324,0.35295612386476116,-1,36
413,0.0,0,98,0.0,-1,21
414,0.037037037037037035,1,160,0.43429448190325176,-1,28
415,0.0,0,144,0.0,-1,24
416,0.0,0,304,0.0,-100,35
417,0.0,0,1,0.0,-1,2
418,0.0,0,15,0.0,-100,16
419,0.0,0,0,0.0,-100,10
420,0.0,0,208,0.0,-3,29
421,0.034482758620689655,1,224,0.43429448190325176,-1,30
422,0.0,0,1,0.0,-1,2
423,0.0,0,170,0.0,-1,27
424,0.0625,1,66,0.45511961331341866,-1,17
425,0.0,0,224,0.0,-1,30
426,0.0,0,16,0.0,-100,17
427,0.0,0,144,0.0,-100,25
428,0.0,0,192,0.0,-100,28
429,0.0,0,60,0.0,-100,19
430,0.0,0,2,0.0,-1,3
431,0.0,0,88,0.0,-1,19
432,0.0,0,0,0.0,-100,17
433,0.0,0,35,0.0,-1,12
434,0.0,0,1,0.0,-100,2
435,0.0,0,13,0.0,-100,14
436,0.0,0,11,0.0,-100,12
437,0.0,0,12,0.0,-100,13
438,0.0,0,30,0.0,-100,17
439,0.0,0,3,0.0,-100,4
440,0.0,0,1,0.0,-1,2
441,0.0,0,8,0.0,-100,9
442,0.0,0,16,0.0,-100,17
443,0.0,0,2,0.0,-1,3
444,0.0,0,1,0.0,-100,2
445,0.0,0,4,0.0,-1,4
446,0.0,0,1,0.0,-1,2
447,0.027777777777777776,1,342,0.3459762562611936,-1,37
448,0.0,0,1,0.0,-1,2
449,0.0,0,180,0.0,-100,27
450,0.0,0,368,0.0,-3,39
451,0.03333333333333333,1,238,0.36926937306885504,-1,31
452,0.03225806451612903,1,231,0.3459762562611936,-1,32
453,0.0,0,2,0.0,-1,3
454,0.0,0,3,0.0,-100,4
455,0.0,0,300,0.0,-1,35
456,0.0,0,3,0.0,-1,4
457,0.0,0,4,0.0,-100,5
458,0.0,0,2,0.0,-100,3
459,0.0,0,14,0.0,-100,15
460,0.0,0,126,0.0,-100,23
461,0.0,0,17,0.0,-100,18
462,0.0,0,171,0.0,-100,28
463,0.03225806451612903,1,231,0.35295612386476116,-2,32
464,0.0,0,255,0.0,-3,32
465,0.0,0,3,0.0,-1,4
466,0.0,0,2,0.0,-1,3
467,0.0,0,1,0.0,-100,2
468,0.0,0,1,0.0,-100,2
469,0.0,0,20,0.0,-100,12
470,0.0,0,208,0.0,-100,29
471,0.0,0,3,0.0,-100,4
472,0.0,0,1,0.0,-1,2
473,0.0,0,3,0.0,-100,4
474,0.0,0,126,0.0,-3,23
475,0.0,0,182,0.0,-1,27
476,0.043478260869565216,1,135,0.3459762562611936,-1,24
477,0.0,0,57,0.0,-100,22
478,0.0,0,168,0.0,-100,29
479,0.0,0,1,0.0,-1,2
480,0.0,0,4,0.0,-1,4
481,0.03125,1,270,0.3459762562611936,-1,33
482,0.03125,1,266,0.3284587387530511,-1,33
483,0.0,0,1,0.0,-1,2
484,0.0,0,20,0.0,-100,12
485,0.0,0,16,0.0,-100,17
486,0.0,0,182,0.0,-1,27
487,0.0,0,117,0.0,-1,22
488,0.0,0,20,0.0,-100,12
489,0.0,0,6,0.0,-1,5
490,0.0,0,15,0.0,-100,16
491,0.0,0,17,0.0,-100,18
492,0.047619047619047616,1,120,0.36926937306885504,-1,22
493,0.0,0,15,0.0,-1,16
494,0.03571428571428571,1,198,0.3898712452512801,-2,29
495,0.0,0,117,0.0,-3,22
496,0.0,0,266,0.0,-1,33
497,0.05555555555555555,1,88,0.36926937306885504,-1,19
498,0.0,0,3,0.0,-100,4
499,0.0,0,1,0.0,-1,2
500,0.0,0,2,0.0,-1,3
501,0.0,0,1,0.0,-1,2
502,0.0,0,2,0.0,-1,3
503,0.0,0,1,0.0,-1,2
504,0.0,0,2,0.0,-1,3
505,0.034482758620689655,1,221,0.3789231816899512,-1,30
506,0.0,0,195,0.0,-100,28
507,0.0,0,1,0.0,-1,2
508,0.0,0,1,0.0,-100,2
509,0.0,0,224,0.0,-100,30
510,0.0,0,1,0.0,-1,2
511,0.0,0,13,0.0,-100,14
512,0.041666666666666664,1,156,0.4170323914242463,-1,25
513,0.03571428571428571,1,208,0.40242960438184466,-1,29
514,0.0,0,0,0.0,-100,1
515,0.0,0,18,0.0,-100,11
516,0.0,0,4,0.0,-100,4
517,0.0,0,180,0.0,-1,27
518,0.0,0,1,0.0,-1,2
519,0.0,0,132,0.0,-1,23
520,0.0,0,1,0.0,-1,2
521,0.0,0,45,0.0,-100,18
522,0.0,0,13,0.0,-100,14
523,0.0,0,0,0.0,-100,3
524,0.125,2,72,0.9037695876210308,-1,18
525,0.0,0,144,0.0,-100,24
526,0.029411764705882353,1,304,0.40242960438184466,-1,35
527,0.0,0,208,0.0,-3,29
528,0.02857142857142857,1,323,0.36926937306885504,-1,36
529,0.0,0,14,0.0,-100,15
530,0.0,0,1,0.0,-1,2
531,0.0,0,5,0.0,-1,6
532,0.045454545454545456,1,126,0.3789231816899512,-1,23
533,0.03333333333333333,1,240,0.36926937306885504,-1,31
534,0.0,0,1,0.0,-1,2
535,0.0,0,8,0.0,-100,9
536,0.0,0,1,0.0,-1,2
537,0.0,0,273,0.0,-3,34
538,0.0,0,1,0.0,-100,2
539,0.0,0,20,0.0,-100,12
540,0.0,0,180,0.0,-100,28
541,0.0,0,270,0.0,-100,33
542,0.038461538461538464,1,170,0.36067376022224085,-1,27
543,0.0,0,1,0.0,-1,2
544,0.0,0,15,0.0,-100,16
545,0.0,0,2,0.0,-100,3
546,0.0,0,13,0.0,-100,14
547,0.0,0,24,0.0,-100,14
548,0.0,0,252,0.0,-3,32
549,0.0,0,2,0.0,-1,3
550,0.0,0,144,0.0,-100,25
551,0.0,0,2,0.0,-1,3
552,0.0,0,2,0.0,-1,3
553,0.0,0,1,0.0,-1,2
554,0.0,0,19,0.0,-100,20
555,0.0,0,0,0.0,-100,1
556,0.0,0,1,0.0,-1,2
557,0.0,0,6,0.0,-1,5
558,0.0,0,2,0.0,-1,3
559,0.034482758620689655,1,224,0.4170323914242463,-1,30
560,0.0,0,169,0.0,-1,26
561,0.0,0,6,0.0,-100,5
562,0.0,0,11,0.0,-100,12
563,0.0,0,154,0.0,-1,25
564,0.0,0,1,0.0,-1,2
565,0.0,0,50,0.0,-1,15
566,0.0,0,9,0.0,-100,10
567,0.0,0,224,0.0,-1,30
568,0.0,0,16,0.0,-100,17
569,0.0,0,154,0.0,-1,25
570,0.0,0,130,0.0,-1,23
571,0.038461538461538464,1,180,0.3898712452512801,-1,27
572,0.0,0,2,0.0,-1,3
573,0.0,0,85,0.0,-100,22
574,0.0,0,96,0.0,-3,22
575,0.0,0,4,0.0,-100,4
576,0.0,0,1,0.0,-1,2
577,0.25,1,6,1.4426950408889634,-1,5
578,0.0,0,288,0.0,-100,34
579,0.0,0,180,0.0,-1,27
580,0.0,0,20,0.0,-100,21
581,0.0,0,75,0.0,-100,20
582,0.0,0,24,0.0,-1,10
583,0.0,0,252,0.0,-1,33
584,0.0,0,240,0.0,-1,34
585,0.0,0,208,0.0,-1,29
586,0.0,0,1,0.0,-100,2
587,0.0,0,4,0.0,-1,4
588,0.02857142857142857,1,320,0.45511961331341866,-2,36
589,0.0,0,1,0.0,-1,2
590,0.0,0,121,0.0,-100,22
591,0.0,0,126,0.0,-1,23
592,0.08695652173913043,2,154,0.8340647828484926,-1,25
593,0.0,0,4,0.0,-100,5
594,0.058823529411764705,2,323,0.872152004737665,-1,36
595,0.0,0,17,0.0,-100,18
596,0.045454545454545456,1,130,0.40242960438184466,-1,23
597,0.034482758620689655,1,216,0.3789231816899512,-1,30
598,0.043478260869565216,1,140,0.3789231816899512,-1,24
599,0.0,0,1,0.0,-1,2
600,0.02857142857142857,1,315,0.45511961331341866,-1,36
601,0.0,0,1,0.0,-1,2
602,0.0,0,1,0.0,-100,2
603,0.0,0,3,0.0,-100,4
604,0.0,0,15,0.0,-100,16
605,0.0,0,238,0.0,-1,31
606,0.0,0,1,0.0,-100,2
607,0.0,0,2,0.0,-1,3
608,0.0,0,16,0.0,-100,17
609,0.0,0,6,0.0,-100,5
610,0.0,0,112,0.0,-3,22
611,0.0,0,1,0.0,-100,2
612,0.0,0,8,0.0,-100,9
613,0.0,0,180,0.0,-100,27
614,0.0,0,48,0.0,-100,16
615,0.0,0,162,0.0,-3,27
616,0.0,0,16,0.0,-100,17
617,0.034482758620689655,1,225,0.36926937306885504,-1,30
618,0.0,0,48,0.0,-100,14
619,0.030303030303030304,1,288,0.3789231816899512,-1,34
620,0.0,0,20,0.0,-100,12
621,0.0,0,240,0.0,-1,31
622,0.0,0,7,0.0,-100,8
623,0.0,0,160,0.0,-1,28
624,0.0,0,0,0.0,-100,14
625,0.0,0,266,0.0,-3,33
626,0.0,0,26,0.0,-100,15
627,0.0,0,20,0.0,-100,12
628,0.0,0,3,0.0,-1,4
629,0.0,0,26,0.0,-100,15
630,0.0,0,144,0.0,-100,26
631,0.0,0,168,0.0,-100,26
632,0.0,0,221,0.0,-1,30
633,0.0,0,0,0.0,-100,0
634,0.0,0,0,0.0,-100,1
635,0.0,0,91,0.0,-1,20
636,0.0,0,88,0.0,-1,19
637,0.0,0,19,0.0,-100,20
638,0.0,0,3,0.0,-100,4
639,0.03125,1,272,0.36067376022224085,-1,33
640,0.04,1,160,0.36067376022224085,-1,26
641,0.0,0,1,0.0,-1,2
642,0.0,0,180,0.0,-1,27
643,0.0,0,80,0.0,-1,18
644,0.0,0,11,0.0,-100,12
645,0.0,0,3,0.0,-100,4
646,0.0,0,2,0.0,-1,3
647,0.0,0,0,0.0,-100,19
648,0.0,0,234,0.0,-1,31
649,0.0,0,156,0.0,-1,25
650,0.0,0,4,0.0,-1,5
651,0.03571428571428571,1,210,0.36067376022224085,-1,29
652,0.0,0,2,0.0,-1,3
653,0.0,0,48,0.0,-100,19
654,0.0,0,44,0.0,-1,15
655,0.0,0,1,0.0,-100,2
656,0.0,0,56,0.0,-1,15
657,0.02857142857142857,1,320,0.4170323914242463,-1,36
658,0.03125,1,266,0.43429448190325176,-1,33
659,0.0,0,10,0.0,-100,11
660,0.0,0,15,0.0,-100,16
661,0.0,0,0,0.0,-100,16
662,0.0,0,330,0.0,-100,37
663,0.0,0,10,0.0,-100,11
664,0.0,0,1,0.0,-1,2
665,0.0,0,6,0.0,-1,5
666,0.0,0,60,0.0,-100,17
667,0.0,0,18,0.0,-1,9
668,0.0625,2,288,0.8048592087636893,-1,34
669,0.047619047619047616,1,117,0.3898712452512801,-2,22
670,0.0,0,0,0.0,-100,12
671,0.0,0,2,0.0,-1,3
672,0.0,0,1,0.0,-1,2
673,0.0,0,1,0.0,-100,2
674,0.0,0,247,0.0,-1,32
675,0.0,0,150,0.0,-1,25
676,0.0,0,99,0.0,-1,20
677,0.0,0,9,0.0,-100,10
678,0.0,0,285,0.0,-1,34
679,0.0,0,81,0.0,-3,18
680,0.0,0,1,0.0,-1,2
681,0.0,0,112,0.0,-1,22
682,0.0,0,1,0.0,-1,2
683,0.0,0,5,0.0,-1,6
684,0.0,0,34,0.0,-100,19
685,0.0,0,180,0.0,-100,27
686,0.0,0,176,0.0,-1,27
687,0.034482758620689655,1,221,0.33380820069533407,-2,30
688,0.034482758620689655,1,209,0.3459762562611936,-1,30
689,0.0,0,10,0.0,-100,11
690,0.0,0,289,0.0,-1,34
691,0.0,0,3,0.0,-100,4
692,0.0,0,30,0.0,-100,17
693,0.0,0,210,0.0,-1,29
